,train-auc-mean,train-auc-std,train-aucpr-mean,train-aucpr-std,test-auc-mean,test-auc-std,test-aucpr-mean,test-aucpr-std
0,0.7832844999999999,0.0009525980526958877,0.5214365,0.0023432910724022404,0.7826147999999999,0.00955157370070503,0.5185192,0.021143316664137643
1,0.8030505,0.004922682586761006,0.5558083,0.005758932974952914,0.8020340000000001,0.008517009087702103,0.5502870999999999,0.020352978472204
2,0.8045608999999999,0.0035881927052487093,0.5621737,0.005584682283711401,0.8043083000000001,0.008736520818380743,0.5558769,0.021638804719531068
3,0.8062663000000001,0.004176878237392122,0.5649301,0.004660479062285316,0.8062470999999999,0.009346311116691985,0.5597851,0.020737191354906263
4,0.8070411999999999,0.003390081320558558,0.5656112,0.003635609379457586,0.8065944999999999,0.010370096472550293,0.5596428,0.020621362800746224
5,0.8093033000000001,0.0024049118091938426,0.5691484,0.0033956721632101223,0.8075859000000001,0.010024358348044042,0.5642330999999999,0.018225884886336818
6,0.8091958,0.002850096131712046,0.5704258,0.0030437920362600297,0.8071827,0.009875987890332786,0.5660877999999999,0.01838445571563108
7,0.8093608,0.0030348423616392375,0.5706100000000001,0.002290183748086586,0.8072404000000001,0.00955915758003811,0.5656332,0.01739959959194463
8,0.8098395,0.0029219101714460694,0.5711326999999999,0.0030475588936065045,0.8075880999999999,0.009704378542183928,0.5651088,0.016423931659624004
9,0.8103239,0.002613898676307109,0.5719084999999999,0.0023041283926899417,0.808558,0.00964228334991253,0.5669967,0.018209758686209974
10,0.8110389,0.0023005393910994145,0.5728457,0.002686140318375042,0.8089382,0.009225568153777848,0.5677424,0.0172460228528203
11,0.8110033,0.0026363756959128523,0.573078,0.0025467679910034916,0.8088467999999999,0.008868075245508467,0.5684392,0.017729937189962058
12,0.810973,0.0029697285061096017,0.5733386,0.0020903709335905,0.8088143999999999,0.009014006902593318,0.5690595999999999,0.01639064679138684
13,0.8114218,0.0027760702008414856,0.5740563000000001,0.0019600377062699527,0.8095566,0.009107999200702654,0.5700545,0.016999106595641997
14,0.8116052,0.0026749975252325143,0.5741607,0.0017980404361415227,0.8095918,0.009314149953699476,0.5706513,0.017696826907951622
15,0.8112790000000001,0.0026390058355373115,0.57396,0.0019199744789970496,0.8092674000000001,0.00925503419982874,0.5701298,0.01719338167900659
16,0.8114001999999999,0.00258819051848971,0.5742961,0.0019450872705356744,0.8096039000000002,0.009324166670003275,0.5709227,0.017140411739803695
